materials-id,composition,target
146,Ba1 F4 Sr1,0
147,F7 Rb1 Sm2,1
148,F2 La1 O2 Pm1,0
149,Cs1 F10 Sm3,0
152,F8 Pr1 Tm2,0
153,F6 Sr1 Zr1,1
154,Cs1 F7 Nd2,1
155,F11 Pr1 Zr2,1
156,Ce1 F8 Tm2,0
158,F1 O1 Sm1,1
159,F7 K1 Y2,0
160,F4 Hf1,1
161,Ba1 F6 Zr1,1
162,Eu1 F4 Mg1,0
164,F7 Nd2 Rb1,0
165,Cs1 F7 Pr2,1
166,Ba1 Ca1 F4,0
167,Al1 F5 Yb1,0
168,Al1 Er1 F6,0
169,F5 O2 Sc3,0
172,Al2 Cl1 F25 Sr10,0
173,Cs1 F10 Sc3,0
174,F8 Tb1 Tm2,0
175,F10 Rb1 Sc3,0
176,Al1 F6 Y1,0
177,Al1 Ca2 F7,0
178,Al1 F6 Ho1,0
179,F15 Tm1 Zr3,1
180,Er1 F8 Tm2,0
182,Al1 Ba3 F9,0
183,Al1 Dy1 F6,0
184,F15 Pr1 Zr3,0
185,F8 Nd2 Pr1,0
186,F15 Y1 Zr3,1
189,F1 Nd1 O1,1
191,Al1 Ca1 F7 Sr1,0
192,F4 Li1 Tm1,1
194,Cs1 F7 Tb2,1
196,Er1 F4 Li1,1
198,Al2 Ba3 F12,1
199,F7 Rb1 Tb2,1
200,F4 Ho1 Li1,1
201,Al3 Ba5 F19,0
204,F7 K1 Sc2,1
205,F4 Li1 Lu1,1
206,F4 Gd1 Li1,1
207,F1 O1 Sc1,1
209,Al2 Ba2 Ca1 F14 Mg1,1
210,Al1 Ca1 F5,1
212,F4 Li1 Y1,1
213,Ce1 F1 O1,1
214,Al1 F6 Sc1,0
216,Er1 F6 Ti1,0
217,F4 Li1 Sm1,1
219,Al1 F5 Sr1,1
220,F6 Ti1 Tm1,0
221,F6 Ho1 Ti1,0
222,Al1 Ba1 F5,0
224,F4 Na1 Tm1,1
226,Er1 F4 Na1,1
228,F4 Li1 Nd1,1
229,Dy1 F4 Na1,1
231,F8 Li1 Na1 Y2,1
232,F4 La1 Na1,0
233,Al1 F6 Tb1,0
234,F4 Gd1 Na1,1
236,F6 Hf1 Tm1,0
238,F7 Na1 Sc2,0
239,Er1 F6 Zr1,0
240,F4 Li1 Pr1,0
241,F6 Mg1 Zr1,1
242,Al1 Ce1 F6,0
243,F6 Ho1 Zr1,0
244,Er1 F6 Hf1,0
245,F4 K1 Sm1,1
249,Ca7 Cl2 F12,0
250,F8 Pb1 Tm2,0
251,Ba6 F26 Mg7,0
252,F6 Hf1 Ho1,0
253,F4 Mg1 Sr1,0
254,F6 La1 Zr1,0
255,F6 Hf1 La1,0
257,F4 La1 Rb1,1
258,Er2 F8 Pb1,0
259,F4 K1 Nd1,1
260,F4 Na1 Sm1,1
261,F4 K1 Pr1,1
262,Cl1 Eu2 F3,0
263,Al6 F34 Na2 Sr7,1
264,F6 La1 Ti1,0
265,F8 Ti1 Tm2,0
266,F1 O1 Tb1,1
270,F8 Hf1 Mg2,0
271,Ca4 F6 O1,0
272,Ce1 F4 K1,1
273,Ba7 Cl2 F12,0
274,Al1 F6 Li1 Yb1,1
275,O3 Tm2,1
276,F6 O1 Sr4,0
277,Ba6 F34 Mg11,0
279,F6 Nd1 Ti1,0
280,F6 Hf1 Sm1,0
281,Ba1 F11 Li1 Zr2,0
282,F6 Hf1 Nd1,0
283,F4 Li1 Tb1,1
286,F6 Hf1 Pr1,0
287,F8 Gd2 Pb1,0
288,F5 Sc1 Tm1,0
289,F6 Sm1 Zr1,0
290,Eu1 F7 Ta1,1
293,F12 Hf3 O1 Rb2,1
294,F6 Pr1 Ti1,0
296,F6 Pr1 Zr1,0
297,Ce1 F6 Hf1,0
298,Ba2 F6 O1 Ti1,0
299,Be1 F4 Yb1,0
300,Eu2 F2 O1,0
301,F3 Pu1,1
302,F4 La2 Se1,0
303,Ca1 F6 Ti1,1
305,Eu1 F6 Si1,1
306,Ce1 F4 Na1,0
307,F6 Sr1 Ti1,1
308,Ce1 F6 Ti1,0
310,Er2 O3,1
311,F6 Lu1 Ti1,0
312,Ba1 F7 Na1 Zr1,1
313,Eu1 F8 Li2 Zr1,1
314,Ba2 F18 Mg7,0
315,Ba1 Be1 F4,1
316,F6 Si1 Yb1,1
320,F8 Mn1 Tm2,0
322,F1 O1 Th1,0
323,F4 Nd2 S1,0
324,Be1 F4 Sr1,1
325,Er3 O6 Sc1,1
326,F4 Pr2 S1,0
327,Cs1 F3 Yb1,1
328,F6 Lu1 Zr1,0
329,Ba1 F4 Tm1,0
330,F3 Rb1 Yb1,1
331,Eu1 F3 Li1,0
332,Ho2 O3,1
333,F2 Hf1 O1,0
334,F8 Mg2 Zr1,0
335,Ce2 F4 S1,0
336,F6 Tb1 Zr1,0
337,F4 K1 Sc1,1
338,F6 Gd1 Ti1,0
339,Hf2 La2 O7,1
341,F4 Na1 Tb1,1
343,Ca1 F8 Hf1 Li2,0
347,Dy1 F6 Zr1,0
348,Be1 F6 Ho1 K1,1
349,F4 Li1 Sc1,0
350,F3 K1 Yb1,0
351,Be1 Er1 F6 K1,1
352,Ba12 Cl5 F19,0
353,Ca1 F5 Ti1,0
354,F5 Hf1 Rb1,1
355,Cl1 F3 Yb2,0
356,F6 K1 Na1 Th1,1
357,F9 U2,1
358,Ca1 Dy1 F4,0
359,Dy2 O3,1
360,F6 Y1 Zr1,0
361,Al1 F6 Li1 Sr1,1
362,Al1 Ca1 F6 Li1,1
363,F6 Sc1 Ti1,0
364,Hf1 O2,1
365,Cs1 F4 Gd1,0
366,Ba1 F4 Sm1,0
367,Dy2 Hf2 O7,0
368,Eu1 Hf1 O3,1
370,Gd2 Hf2 O7,1
371,F4 Rb1 Sc1,0
372,Hf2 Ho2 O7,0
373,Eu1 F15 Zr3,0
374,Er2 Hf2 O7,0
376,Eu1 F3 Rb1,0
378,Ho1 Lu1 O3,0
379,Eu2 F3,0
380,Eu1 F3 K1,0
382,F8 Tm2 V1,0
383,Dy1 Lu1 O3,0
384,F15 Yb1 Zr3,0
386,As1 O1 Pu1 V1,1
387,F8 Nd2 Ti1,0
389,F6 Na2 Th1,1
390,La1 Lu1 O3,0
391,Dy1 F4 Sr1,0
392,Ba1 F4 O1 Ti1,1
393,Al1 Ca1 F6 Na1,1
394,Ho3 O6 Y1,0
395,F2 Mg1,1
396,Hf2 O7 Y2,0
397,Eu1 Lu2 O4,1
398,O2 U1,1
403,Hf1 O3 Yb1,1
406,Ba4 F6 O1,0
408,F4 Se1 Sm2,0
410,O3 Y2,1
411,F4 Pr2 Se1,1
413,Ho1 O3 Sc1,0
415,Cs2 F12 Li1 Sc3,0
416,F8 Hf1 Nd2,0
417,Eu1 O3 Th1,0
418,Be1 F6 Hf1,0
422,La1 O3 Tm1,0
423,Ce2 F4 Se1,1
424,Ca1 F8 Li2 Zr1,1
425,Ba1 F6 Si1,1
426,F7 La1 Rb1 Zr1,0
427,F1 O1 U1,1
428,Ba1 F7 Ta1,1
429,F3 Th1,0
430,Al1 F5 Mg1,0
431,F6 Li2 Th1,0
432,Lu1 O3 Sm1,0
433,Ac1 Lu1 O3,1
434,Al1 Ba1 F6 Li1,0
435,Be1 F6 K1 Nd1,0
436,Gd2 O3,1
437,Al2 Ba1 F8,0
439,Gd1 O3 Sc1,0
441,B1 F3 O3 Yb3,0
442,F7 Sc2 Tl1,0
444,F2 O1 Zr1,0
445,F4 Na1 Sc1,0
446,Eu1 O4 Tm2,1
447,F6 Tm1 V1,0
448,F6 Si1 Sr1,1
449,F8 Hf1 Tm2,0
451,O3 Sc1 Y1,0
452,Er2 F4 Se1,0
453,Lu1 O3 Tm1,0
454,Er1 La1 O3,0
455,Dy3 O6 Sc1,0
457,F4 Np1,1
458,F6 Tb1 Ti1,0
459,Er1 F6 V1,0
460,Ac1 O3 Tm1,1
461,Er1 Lu1 O3,0
462,Br1 F3 Yb2,0
463,F6 Pa1 Rb1,1
464,Ce1 Cs1 F4,0
465,Lu1 Nd1 O3,0
466,F1 O4 Y3,0
468,O3 Sm1 Tm1,0
469,F5 U1,1
471,Ca2 F8 Tb1,0
472,Ac1 O3 Sc1,1
473,Cl1 Eu1 F1,1
474,O3 Sc1 Sm1,1
475,Ba2 Cl1 F3,0
476,Ho1 La1 O3,0
477,F8 Nd2 Zr1,0
478,Gd1 Lu1 O3,0
479,Ba1 F8 Zr2,0
480,Lu1 O3 Pr1,0
481,F5 K1 Li1 Y1,1
482,O3 Pm1 Sc1,1
483,F6 Gd1 V1,0
484,F6 Ta1 Yb1,0
485,F8 Nd2 Sn1,0
486,Lu1 Np1 O3,1
488,Ac1 Er1 O3,1
489,F11 Hf2 Na1 V1,1
490,F6 V1 Y1,0
491,Lu1 O3 Y1,0
492,Hf4 Ho4 O13,0
495,Er1 F5 K2,1
496,Er1 O3 Sc1,0
498,F2 La1,0
499,Dy4 Hf4 O13,0
500,Er1 O3 Sm1,0
502,Dy1 La1 O3,0
503,Er2 Eu1 O4,0
506,Ce1 Lu1 O3,0
507,Al1 Ca2 F9 Pb1,0
508,Nd1 O3 Sc1,1
509,F6 Mg1 Ti1,1
511,F6 Hf1 Ti1,0
512,Eu1 F6 Ta1,0
513,Cl1 Lu3 O4,0
517,Ac1 Ho1 O3,1
518,O3 Pr1 Tm1,0
520,Gd4 Hf4 O13,0
521,Cs2 F6 Hf1,1
524,Ca1 Lu2 O4,0
525,Np1 O3 Tm1,1
526,O3 Pr1 Sc1,1
527,La1 O3 Y1,0
528,Hf4 O13 Y4,0
529,Er1 Nd1 O3,0
530,Eu1 F6 Nb1,1
531,F15 In1 Zr3,1
532,Cl1 O4 Tm3,0
533,Ca1 Cs1 F3,1
535,F11 Na1 Ti1 Zr2,1
536,F3 Np1,1
537,Hf1 La2 O6 Yb1,0
538,F6 Hf1 K2,1
539,Ca1 F3 K1,1
540,Np1 O3 Sc1,1
541,La2 O3,1
542,Ac1 Dy1 O3,0
545,Ce1 O3 Tm1,0
549,Al1 Dy3 O6,0
550,Cl2 Eu1 F2 Yb1,0
551,Ba1 Ca1 Cr1 F7,1
554,Dy2 Eu1 O4,0
555,F6 Nd1 V1,0
556,Ce1 F6 Yb1,0
558,La6 O12 U1,1
561,Ho3 O7 Ta1,1
563,F6 Hf1 Na2,1
564,Ce1 O3 Sc1,1
567,Dy1 F1 O3 Ti1,0
569,F5 Li1 U1,1
570,Er1 Np1 O3,1
571,Eu1 O4 Sc2,0
572,Hf4 O13 Sm4,0
574,F2 O1 Pu1,1
575,Cl1 Er3 O4,0
576,Gd2 O7 Zr2,0
577,Cr1 F6 Tm1,1
578,Gd1 La1 O3,0
579,F6 Nb1 Yb1,1
580,Ca1 O4 Tm2,0
582,Ac1 O3 Y1,0
583,Al1 Ca1 F14 Mg3 Na3,1
584,Lu1 O3 Tb1,0
586,F5 K2 Sm1,0
588,Hf4 O13 Pm4,0
589,Eu1 O3 Zr1,1
594,Ca2 F2 O1,0
595,F6 Lu1 V1,0
598,Cr1 Er1 F6,1
599,Eu1 F6 Lu1,0
600,F3 Na1 Yb1,0
601,F5 Ti1 Tm1,0
602,O5 Si1 Tm2,1
603,O7 Sm2 Zr2,1
605,Cl1 Ho3 O4,0
607,O3 Sm1 Y1,0
608,Ho1 O3 Pr1,0
609,F7 Sm1 Ta1,0
610,Cr1 F6 Ho1,1
612,Eu2 Lu1 O6 Ta1,1
614,O4 U1 Y1,1
615,O3 Pm2,1
617,Ce1 F6 V1,0
620,O7 Y2 Zr2,0
622,Co1 F8 Tm2,0
623,Hf4 Nd4 O13,0
624,Ca2 Hf3 O8,0
627,F8 Pr1 Ti2,0
628,Nd2 O7 Zr2,1
629,Ac1 Gd1 O3,0
630,Er1 F6 Yb1,0
631,Ca1 Hf1 O3,1
632,Ce1 Ho1 O3,0
633,F7 K3 Yb2,0
634,Eu2 F3 I1,0
635,Er2 O5 Si1,1
637,Cl1 F1 Yb1,1
638,Er4 F2 O11 Si3,0
639,O3 Sc1 Tb1,0
640,Eu2 O6 Ta1 Tm1,1
642,Ca1 Er2 O4,0
643,F8 Hf1 Li2 Nd1,0
644,Ce1 F8 Ti2,0
645,O5 Ti1 Y2,1
646,F6 Tb1 V1,0
647,Cr1 F6 La1,0
650,F6 Ho1 Yb1,0
652,O3 Yb1 Zr1,1
656,Ba1 F6 Tb1,0
657,F1 O3 Sm1 Ti1,0
658,Eu4 Hf4 O11,0
659,La2 O5 Ti1,1
660,Ho2 O5 Si1,1
662,Eu1 F6 Tb1,0
663,Hf4 O13 Pr4,0
664,O4 Sr1 Tm2,1
665,O4 Th1 Yb2,0
666,F7 In1 Sr2,1
667,B2 F3 Gd3 O6,1
669,Hf1 O3 Sr1,1
670,Ho1 Np1 O3,0
671,Cs1 F3 Sr1,0
672,F6 Li2 Zr1,1
673,Ce1 Dy1 O3,0
674,Eu2 Hf1 O6 Zr1,0
677,F11 Na1 V1 Zr2,1
678,O3 Pr1 Y1,0
679,Ca1 Hf1 La2 O6,0
680,Al1 F6 Ti1,0
681,F6 V1 Yb1,1
682,Al3 O12 Sc2 Y3,1
683,F8 Tb1 Ti2,0
684,Ca1 F6 Ta1,0
685,Al1 F6 Zr1,0
686,Dy2 O5 Si1,1
688,Ce2 O7 Zr2,1
689,Ca1 Ho2 O4,0
692,Ca1 F3 Na1,0
693,Eu2 Ho1 O6 Ta1,1
696,F7 Nb1 Sr1,1
697,Ba1 La2 O7 Sc2,1
698,Er4 Eu3 O9,0
699,F2 O3 Zr2,0
700,Ca1 O4 Sc2,1
701,F6 Gd1 Yb1,0
703,Ba3 C1 F7 O3 Sc1,1
704,F1 La1 O3 Si1,1
707,Br1 Cl1 Eu2 F2,0
708,La2 O6 Tb1 Tm1,0
709,La2 O6 Pr1 Tm1,0
710,F13 Hf2 Na5,1
712,La2 O6 Yb1 Zr1,0
713,F8 Na3 Pa1,1
716,O4 Sc2 Yb1,0
717,Be3 Ca2 F12 K2,0
720,O3 Pu2,1
721,F3 I1 Yb2,0
722,Cs2 F6 Zr1,1
724,Eu1 F6 Sc1,0
726,Er1 F6 Nb1,0
728,Ce1 O3 Y1,0
729,F6 Sc1 V1,0
730,Cl2 Eu1 F2 Sr1,0
732,F7 Tl1 Tm1 Zr1,0
733,Ba1 Hf1 O3,1
734,F2 O7 Sm2 Ta2,0
735,Al3 Cs2 F12 Li1,1
736,F6 Sr1 Ta1,0
738,Hf4 O11 Yb4,0
739,Ca1 F6 Tb1,0
740,Al3 Cs2 F12 Na1,1
742,Al1 Lu1 O3,0
743,Eu3 F3 O4 P1,0
744,F6 Ho1 Nb1,0
746,F4 U1,0
747,Nd2 O3,1
748,Ce1 Cr1 F6,0
750,F3 Ti1,1
751,Ba2 F7 In1,0
754,O7 Sm3 Ta1,1
758,F6 Ga1 Lu1,0
759,Al3 F12 Li1 Rb2,1
761,F4 Se1 Tb2,0
764,Cr1 F6 Lu1,0
765,Gd2 O5 Si1,1
766,F6 Rb2 Zr1,1
769,F2 Nd1,0
770,Al3 F12 Na1 Rb2,1
771,Ca1 Ce1 F6,0
773,Ho1 O6 Ta1 Yb2,1
774,Ce1 F8 Li2 Yb1,0
775,Gd4 O13 Zr4,0
776,Ce4 Hf4 O13,0
777,F2 Pr1,0
780,F6 Li1 Lu1 Rb2,1
781,O3 Sc1 U1,0
782,Al1 F5 Tm1,0
783,F6 Lu1 Na1 Rb2,1
784,Al1 F4 Rb1,1
785,Ba1 F12 Ta2,0
786,Cs2 F5 Sc1,0
787,Ca1 F6 Nb1,1
788,Hf1 La2 O6 Tm1,0
789,Hf1 La2 Mg1 O6,0
791,Al1 F4 K1,1
792,Al3 F12 K2 Na1,0
793,Ho2 O4 Sr1,0
795,La2 O5 Si1,1
796,La4 O13 Zr4,0
797,Ac4 O11 Tm4,0
798,F12 Li3 Lu2 Na3,0
799,F6 K3 Lu1,1
800,Cs2 F6 K1 Tm1,1
801,La2 O7 Sc2 Sr1,0
802,F3 Zr1,0
805,Cs2 F6 Na1 Tm1,1
806,Cr1 Eu1 F5,0
810,O5 Sc2 Ti1,1
811,F6 K2 Lu1 Na1,1
812,Eu2 Gd1 O6 Ta1,1
813,Al1 Er1 O3,0
814,F6 K1 Lu1 Rb2,1
815,Er3 O6 Ti1,0
816,Ba2 F6 Ti1,0
817,Ba1 Lu2 O4,0
818,Ca1 F6 Pr1,0
819,O5 Si1 Y2,1
820,Al3 F10 Rb1,0
824,F6 Li1 Rb2 Tm1,0
825,F6 Hf1 Zr1,0
826,O4 Pu1 Tm2,0
830,F3 Pa1,1
831,Ba1 Eu2 F8,0
833,F6 K3 Tm1,1
834,Al1 Ho1 O3,0
835,Al1 Cs1 F4,1
836,F6 Na2 Zr1,0
837,Cr1 F6 Pr1,0
838,Cs2 Er1 F6 K1,1
840,Cs2 F6 Lu1 Na1,1
841,Ce1 F6 Sr1,0
842,F6 Ga1 Y1,0
845,La2 O6 Ti1 Tm1,0
847,Be1 F6 Ho1 Tl1,0
848,F8 Ta1 Tm2,0
852,Eu2 O6 Sc1 Ta1,1
855,Al1 Dy1 O3,1
856,Nd2 O5 Ti1,1
857,F6 K2 Na1 Tm1,0
858,Dy1 O3 Pr1,0
861,Ba1 Ce1 F6,0
862,F2 Pm1,0
863,Dy2 O4 Sr1,0
866,Cs2 F6 Rb1 Tm1,1
867,Cr1 F6 Sc1,0
869,F6 Ho1 K2 Li1,0
870,F7 Hf1 K3,1
872,Ba1 O7 Pr2 Sc2,1
874,Er1 F6 Li1 Rb2,0
875,Ba1 O4 Tm2,1
881,O12 W1 Y6,1
882,Al1 F7 Mg1 Na2,1
884,F6 Ho1 K2 Na1,1
886,F6 Nb1 Sm1,0
889,Dy3 O6 Ti1,0
890,Cs2 Dy1 F6 Na1,1
891,La1 O4 Tm2,0
892,F4 Rb2 Yb1,0
893,Ba1 F6 Nb1,1
894,Er1 F6 K1 Rb2,1
895,Cs2 F6 Li1 Tm1,0
896,F6 Ho1 Li1 Rb2,0
897,La2 O6 Ti1 Yb1,0
898,O7 Ti2 Tm2,0
899,Dy1 F6 Ga1,0
900,Hf1 O3 Pu1,1
901,O6 Th1 Ti2,1
902,F3 O4 P1 Yb3,0
903,Gd6 O12 W1,1
904,Al1 F4 Li1,0
905,O3 Pr2,1
907,Er1 F6 K3,0
908,Nd4 O11 Sc4,0
909,F6 Ho1 Na1 Rb2,1
910,Nd3 O7 Ta1,1
911,La4 O12 Ti3,0
912,Ce1 F8 Na2 Yb1,0
913,F6 K2 Li1 Sc1,1
914,Dy1 F6 Li1 Rb2,0
915,Lu2 O7 Ti2,0
916,F7 Hf1 K2 Rb1,0
917,La2 O7 Ti2,1
919,F6 Rb3 Tm1,1
920,F6 Hf1 Zn1,1
921,Er2 O7 Ti2,0
922,Dy1 F6 K2 Na1,0
923,F13 Na5 Zr2,1
924,O4 Ta1 Tm1,1
925,F5 Sr1 V1,0
928,F6 Ho1 K1 Rb2,1
929,F6 Ho1 K3,1
930,Al1 Gd1 O3,0
931,Dy1 F6 Na1 Rb2,1
932,F6 K2 Li1 Tm1,0
933,F6 Mg4 O1,0
934,Ho2 O7 Ti2,0
935,Ca1 La2 O6 Zr1,0
936,Ba2 F6 Mn1,0
938,Er1 F6 K2 Na1,0
939,Eu2 O6 Sm1 Ta1,1
940,Dy1 F6 K3,0
942,Br1 O4 Y3,1
943,F5 Mg1 Ti1,0
944,Lu1 O4 Ta1,1
945,Cs2 F6 Gd1 Na1,1
947,Dy2 O7 Ti2,0
949,Dy1 F6 K1 Rb2,1
950,Cs2 F6 Gd1 K1,1
951,F2 Sc1,0
952,Gd2 O7 Sc2 Sr1,0
953,Cs2 F6 Na1 Y1,1
954,Ca1 Gd2 O4,0
956,O6 Sc1 Tb3,0
957,F1 Ho3 O10 Si3,0
958,Cs2 F6 Ho1 Li1,0
959,Al5 Lu3 O12,1
960,Er1 F6 Rb3,1
961,F6 Sr1 Tb1,0
963,Ho6 Mo1 O12,0
964,Eu1 O4 Sm2,0
965,O11 Pr4 Sc4,0
967,Gd2 Hf1 Mg1 O6,0
968,Cl2 F2 Sr1 Yb1,0
970,O5 Pm2 Si1,1
971,Al1 La1 O3,1
972,Cs2 Dy1 F6 Rb1,1
975,Ce1 F6 In1,0
977,Cl1 O4 Sc3,0
979,O4 Sm1 Tm2,0
980,Lu1 O4 Sc2,0
981,La2 O6 Tm1 Zr1,0
982,O3 Tb2,1
984,Ba2 F6 Sn1,0
985,F7 Hf1 K1 Rb2,0
987,F6 K2 Li1 Y1,0
988,F6 Ga1 Gd1,0
989,F2 Sm1,0
993,Be3 F12 Mg2 Rb2,1
994,Cs2 Er1 F6 Li1,0
995,F6 Hf1 Sn1,1
997,F6 Li1 Rb2 Y1,0
998,Be2 F8 K2 Sr1,0
999,Hf1 Mg1 O6 Tm2,0
1002,Ba1 F8 Yb2,0
1003,Al1 F6 Li1 Sm1,0
1004,F6 K3 Y1,1
1005,Np4 O11 Sc4,0
1006,Dy1 O4 Ta1,1
1007,Cs2 Dy1 F6 Li1,0
1009,F6 K2 Na1 Sc1,1
1010,Lu2 Mg1 O4,0
1011,Dy2 Hf1 Mg1 O6,0
1012,Hf1 Ho2 Mg1 O6,0
1013,F4 Pb1 Yb1,0
1014,Cs2 F6 Ho1 Rb1,1
1015,F6 Gd1 K3,0
1017,F6 Ho1 Rb3,1
1018,Cs2 F6 K1 Sc1,1
1019,F6 Na2 U1,1
1021,O4 Sc2 Sr1,0
1022,Er2 Hf1 Mg1 O6,0
1023,Al2 Nd4 O9,1
1024,Cs2 F6 Lu1 Rb1,1
1025,F6 U1,1
1027,F4 K2 Yb1,0
1028,O7 Sc2 Sm2 Sr1,0
1029,F6 Li3 Y1,0
1031,F6 Na1 Rb2 Sc1,1
1032,F6 Li1 Rb2 Sc1,1
1033,Au1 F11 Th2,1
1034,Be1 Eu1 Gd2 O5,1
1035,Er1 F6 Ta1,0
1036,F6 Gd1 Li1 Rb2,0
1038,Nd4 O13 Zr4,0
1039,Cs3 F6 Tm1,1
1041,F6 Gd1 Na1 Rb2,1
1042,Gd2 O7 Ti2,0
1043,Gd1 Lu2 O4,0
1045,Lu2 O7 Si2,1
1046,F6 K1 Rb2 Y1,1
1047,F6 K2 Rb1 Tm1,0
1048,Eu2 O6 Ta1 Tb1,1
1049,Al5 Er3 O12,1
1050,F3 Hf1,0
1051,Dy1 F6 Rb3,1
1052,Al2 F7 K1,0
1053,Ac1 O4 Tm2,0
1054,Ba1 Er2 O4,0
1055,F6 V1 Zr1,1
1056,Cl1 La3 O4,0
1057,Nb1 O7 Y3,0
1058,F5 Tm1 V1,0
1061,F6 Gd1 K1 Rb2,1
1062,La3 Nb1 O7,1
1064,F2 Y1,0
1065,F6 Lu1 Rb3,1
1066,Gd1 O4 Ta1,1
1067,Cs2 F6 Na1 Sc1,1
1068,O7 Ti2 Y2,0
1069,F6 K1 Rb2 Sc1,1
1070,F6 Ho1 Ta1,0
1071,Nd2 O7 Sc2 Sr1,0
1072,Eu1 O4 Pu2,0
1073,Hf1 Mg1 O6 Sm2,0
1074,O7 Pr3 Ta1,1
1075,Er1 F6 Mn1,0
1076,Ba1 Ho2 O4,1
1077,Er1 O4 Sc2,0
1078,Ba2 Br1 F3,0
1079,Cd1 F11 Na1 Zr2,0
1081,Cs2 F6 Li1 Y1,0
1082,Al5 Ho3 O12,1
1083,F7 La1 Sn1,1
1084,O3 Sm1 Tb1,0
1085,Eu2 O5 Sc2,0
1086,Eu3 O7 Ti2,0
1087,Dy1 F2,0
1090,F6 Rb2 U1,1
1092,Eu2 Lu1 Nb1 O6,1
1093,Cl1 Eu2 F1 O1,0
1094,F6 Gd1 K2 Na1,0
1095,Cs2 F6 K1 La1,1
1099,Be3 F12 K2 Mg2,1
1100,F6 K3 Sc1,1
1101,Lu1 O4 Tm2,0
1102,Dy1 Ho2 O4,0
1103,Nd2 O5 Si1,1
1107,Eu2 O6 Ti1 Zr1,0
1109,Br1 Cl1 F2 Yb2,0
1110,Ho1 O4 Sc2,0
1112,Gd2 O4 Sr1,0
1113,Er1 O4 Tm2,0
1114,F6 Gd1 K2 Rb1,0
1116,F6 Lu1 Nb1,0
1118,Ba1 F3 Rb1,0
1119,Cs3 F6 Y1,1
1121,Gd1 O3 Pr1,0
1122,Cs2 F6 K1 Sm1,1
1123,Hf1 Mg1 O6 Y2,0
1124,F6 Ga1 Sc1,0
1128,Al1 O3 Sm1,1
1130,Cs1 Dy1 F6 K2,0
