materials-id,composition,target,outer_split,cv_fold
65,Cs1 F10 Lu3,1,test,
66,F6 Sm1 Tb1,0,train,3
67,Ba1 F8 Pr2,0,train,1
68,F3 Tb1,1,train,1
69,Ba1 Eu1 F4,0,test,
70,Er3 F10 Rb1,1,train,1
71,F10 Lu3 Rb1,1,test,
72,Er3 F10 K1,1,train,0
73,F3 Sc1,1,train,3
74,Dy3 F10 K1,1,train,3
75,F5 Gd3 O2,1,train,0
76,Cs1 F10 Tm3,1,train,4
77,F9 Rb1 Th2,1,train,2
78,F6 Lu1 Sc1,0,train,3
79,Ba1 F8 Tb2,1,train,3
80,Eu4 F6 O1,0,train,3
81,F6 Nd1 Tb1,0,test,
82,F5 O2 Y3,1,train,3
83,Cs1 Er3 F10,1,train,2
84,Ce1 F6 Lu1,0,train,4
85,F6 Lu1 Tb1,0,train,4
86,O2 Th1,1,train,4
87,Ba1 F4 Yb1,0,train,4
88,F10 K1 Y3,1,test,
89,F1 O1 Tm1,1,train,2
90,F6 Ho1 Sc1,0,train,1
91,F9 Na1 Th2,1,train,2
92,Ca1 F6 Hf1,1,train,4
93,Eu1 F6 Zr1,1,train,2
94,Cs1 F10 Ho3,0,train,4
95,Ca1 F2,1,train,1
96,F6 Yb1 Zr1,1,train,4
97,Dy1 F6 Tb1,0,test,
98,F6 Hf1 Sr1,1,train,1
99,Er1 F1 O1,1,train,2
100,F7 Rb1 Tm2,1,train,4
101,Ba3 F12 Sc2,1,train,0
102,F6 Sc1 Y1,0,train,4
103,F2 Sr1,1,train,0
104,F1 Lu1 O1,0,test,
105,F10 Ho3 Rb1,0,train,1
106,F7 K1 Tm2,1,test,
107,Cs1 Dy3 F10,0,train,3
108,F7 Ho2 K1,1,train,4
109,Ba1 F6 Hf1,1,test,
110,Er2 F7 Rb1,1,train,2
111,Cs1 F7 Ho2,1,train,4
112,F7 K1 Lu2,1,train,4
113,F1 Ho1 O1,1,train,2
114,F7 Ho2 Rb1,1,train,0
115,F3 Pm1,1,train,4
116,Cs1 Dy2 F7,1,train,4
117,Dy2 F7 Rb1,1,train,0
118,Dy3 F10 Rb1,0,train,4
119,Ca1 F5 Y1,0,train,3
120,Dy1 F1 O1,1,train,0
121,Cs1 F7 Gd2,1,train,3
122,Ca1 F5 Sc1,0,train,1
123,Dy2 F7 K1,0,train,4
124,Cs2 F25 Th6,0,train,2
125,Cs1 F10 Gd3,0,train,1
126,Ca1 F4 Sr1,0,test,
127,F7 Gd2 Rb1,1,test,
128,Cs1 F10 Y3,0,train,2
129,F1 La1 O1,1,train,1
130,F7 Sm1 Zr1,0,train,3
131,Ce1 F6 Sc1,0,train,2
132,Cs1 F7 Y2,1,train,0
133,F1 Gd1 O1,1,train,1
134,F7 Gd2 K1,0,train,0
135,F7 Rb1 Y2,1,train,2
136,F10 Rb1 Y3,0,train,4
137,F7 Hf1 Tb1,0,train,2
138,F6 Sc1 Tb1,0,train,2
139,Cs1 F7 Sm2,1,train,0
140,Ba1 F2,1,train,3
141,Ce1 F7 Zr1,0,train,3
142,F12 Th1 Zr2,1,train,0
143,F1 O1 Y1,1,train,0
144,F10 K1 Tb3,1,train,4
145,Al1 Eu1 F5,0,train,4
146,Ba1 F4 Sr1,0,train,2
147,F7 Rb1 Sm2,1,train,3
148,F2 La1 O2 Pm1,0,train,4
149,Cs1 F10 Sm3,0,train,2
150,Ca1 F6 Zr1,1,train,0
151,Ac1 F1 O1,1,test,
152,F8 Pr1 Tm2,0,train,4
153,F6 Sr1 Zr1,1,train,3
154,Cs1 F7 Nd2,1,train,3
155,F11 Pr1 Zr2,1,train,2
156,Ce1 F8 Tm2,0,train,4
157,Al1 F6 Lu1,0,test,
158,F1 O1 Sm1,1,train,3
159,F7 K1 Y2,0,train,4
160,F4 Hf1,1,train,1
161,Ba1 F6 Zr1,1,train,2
162,Eu1 F4 Mg1,0,train,3
163,F1 O1 Pm1,1,test,
164,F7 Nd2 Rb1,0,train,1
165,Cs1 F7 Pr2,1,train,3
166,Ba1 Ca1 F4,0,train,3
167,Al1 F5 Yb1,0,train,4
168,Al1 Er1 F6,0,train,2
169,F5 O2 Sc3,0,train,3
170,Al1 Ba1 Ca1 F7,1,train,0
171,F5 O2 Tb3,0,train,0
172,Al2 Cl1 F25 Sr10,0,train,3
173,Cs1 F10 Sc3,0,train,3
174,F8 Tb1 Tm2,0,train,4
175,F10 Rb1 Sc3,0,train,1
176,Al1 F6 Y1,0,train,2
177,Al1 Ca2 F7,0,train,4
178,Al1 F6 Ho1,0,train,1
179,F15 Tm1 Zr3,1,train,3
180,Er1 F8 Tm2,0,train,3
181,F6 Hf1 Mg1,1,train,0
182,Al1 Ba3 F9,0,train,4
183,Al1 Dy1 F6,0,train,1
184,F15 Pr1 Zr3,0,train,1
185,F8 Nd2 Pr1,0,train,1
186,F15 Y1 Zr3,1,train,4
187,Dy2 F8 Tb1,0,train,0
188,Ce1 F8 Nd2,0,test,
189,F1 Nd1 O1,1,train,2
190,F1 O1 Pu1,1,test,
191,Al1 Ca1 F7 Sr1,0,train,4
192,F4 Li1 Tm1,1,train,1
193,Al1 F6 Gd1,0,train,0
194,Cs1 F7 Tb2,1,train,2
195,F1 O1 Pr1,1,train,0
196,Er1 F4 Li1,1,train,1
197,Cs1 F10 Tb3,0,train,0
198,Al2 Ba3 F12,1,train,1
199,F7 Rb1 Tb2,1,train,3
200,F4 Ho1 Li1,1,train,4
201,Al3 Ba5 F19,0,train,3
202,F15 Tb1 Zr3,1,train,0
203,Dy1 F4 Li1,1,train,0
204,F7 K1 Sc2,1,train,1
205,F4 Li1 Lu1,1,train,1
206,F4 Gd1 Li1,1,train,4
207,F1 O1 Sc1,1,train,3
208,F7 Rb1 Sc2,1,test,
209,Al2 Ba2 Ca1 F14 Mg1,1,train,4
210,Al1 Ca1 F5,1,train,3
211,Eu1 F6 Ti1,1,test,
212,F4 Li1 Y1,1,train,2
213,Ce1 F1 O1,1,train,2
214,Al1 F6 Sc1,0,train,2
215,F7 Na1 Y2,0,train,0
216,Er1 F6 Ti1,0,train,3
217,F4 Li1 Sm1,1,train,1
218,F6 Ti1 Yb1,1,test,
219,Al1 F5 Sr1,1,train,4
220,F6 Ti1 Tm1,0,train,3
221,F6 Ho1 Ti1,0,train,1
222,Al1 Ba1 F5,0,train,3
223,Ba2 F6 Mg1,0,test,
224,F4 Na1 Tm1,1,train,4
225,F4 K1 La1,1,train,0
226,Er1 F4 Na1,1,train,4
227,F6 Tm1 Zr1,0,train,0
228,F4 Li1 Nd1,1,train,1
229,Dy1 F4 Na1,1,train,3
230,F4 La2 S1,0,train,0
231,F8 Li1 Na1 Y2,1,train,1
232,F4 La1 Na1,0,train,2
233,Al1 F6 Tb1,0,train,4
234,F4 Gd1 Na1,1,train,3
235,Ba6 Cl2 Eu1 F12,0,train,0
236,F6 Hf1 Tm1,0,train,3
237,Ba1 F4 Mg1,0,train,0
238,F7 Na1 Sc2,0,train,2
239,Er1 F6 Zr1,0,train,2
240,F4 Li1 Pr1,0,train,3
241,F6 Mg1 Zr1,1,train,1
242,Al1 Ce1 F6,0,train,2
243,F6 Ho1 Zr1,0,train,3
244,Er1 F6 Hf1,0,train,1
245,F4 K1 Sm1,1,train,3
246,F2 O1 Yb2,0,train,0
247,Lu2 O3,1,train,0
248,F4 Zr1,1,test,
249,Ca7 Cl2 F12,0,train,1
250,F8 Pb1 Tm2,0,train,3
251,Ba6 F26 Mg7,0,train,3
252,F6 Hf1 Ho1,0,train,1
253,F4 Mg1 Sr1,0,train,4
254,F6 La1 Zr1,0,train,1
255,F6 Hf1 La1,0,train,1
256,Ce1 F4 Li1,0,test,
257,F4 La1 Rb1,1,train,3
258,Er2 F8 Pb1,0,train,4
259,F4 K1 Nd1,1,train,3
260,F4 Na1 Sm1,1,train,3
261,F4 K1 Pr1,1,train,2
262,Cl1 Eu2 F3,0,train,4
263,Al6 F34 Na2 Sr7,1,train,2
264,F6 La1 Ti1,0,train,3
265,F8 Ti1 Tm2,0,train,1
266,F1 O1 Tb1,1,train,2
267,F6 Sm1 Ti1,0,test,
268,Ba2 F10 Mg3,0,train,0
269,F8 Hf1 Li2 Yb1,1,train,0
270,F8 Hf1 Mg2,0,train,1
271,Ca4 F6 O1,0,train,3
272,Ce1 F4 K1,1,train,4
273,Ba7 Cl2 F12,0,train,3
274,Al1 F6 Li1 Yb1,1,train,4
275,O3 Tm2,1,train,4
276,F6 O1 Sr4,0,train,3
277,Ba6 F34 Mg11,0,train,4
278,F8 Tb1 Yb2,0,test,
279,F6 Nd1 Ti1,0,train,2
280,F6 Hf1 Sm1,0,train,2
281,Ba1 F11 Li1 Zr2,0,train,1
282,F6 Hf1 Nd1,0,train,2
283,F4 Li1 Tb1,1,train,3
284,F6 Nd1 Zr1,0,test,
285,F4 Na1 Pr1,1,test,
286,F6 Hf1 Pr1,0,train,2
287,F8 Gd2 Pb1,0,train,2
288,F5 Sc1 Tm1,0,train,1
289,F6 Sm1 Zr1,0,train,1
290,Eu1 F7 Ta1,1,train,3
291,F5 Mg1 Sc1,0,train,0
292,Al1 Eu1 F6 Li1,0,train,0
293,F12 Hf3 O1 Rb2,1,train,4
294,F6 Pr1 Ti1,0,train,2
295,Ba7 Br1 Cl1 F12,0,train,0
296,F6 Pr1 Zr1,0,train,2
297,Ce1 F6 Hf1,0,train,2
298,Ba2 F6 O1 Ti1,0,train,2
299,Be1 F4 Yb1,0,train,2
300,Eu2 F2 O1,0,train,3
301,F3 Pu1,1,train,1
302,F4 La2 Se1,0,train,1
303,Ca1 F6 Ti1,1,train,4
304,Ba1 F6 Ti1,1,test,
305,Eu1 F6 Si1,1,train,3
306,Ce1 F4 Na1,0,train,3
307,F6 Sr1 Ti1,1,train,2
308,Ce1 F6 Ti1,0,train,1
309,Ce1 F6 Zr1,0,train,0
310,Er2 O3,1,train,3
311,F6 Lu1 Ti1,0,train,2
312,Ba1 F7 Na1 Zr1,1,train,4
313,Eu1 F8 Li2 Zr1,1,train,4
314,Ba2 F18 Mg7,0,train,3
315,Ba1 Be1 F4,1,train,2
316,F6 Si1 Yb1,1,train,4
317,Dy1 F6 Ti1,0,train,0
318,F4 S1 Sm2,0,test,
319,Ba1 Dy1 F4,0,train,0
320,F8 Mn1 Tm2,0,train,2
321,F8 Li2 Yb1 Zr1,1,train,0
322,F1 O1 Th1,0,train,4
323,F4 Nd2 S1,0,train,2
324,Be1 F4 Sr1,1,train,3
325,Er3 O6 Sc1,1,train,2
326,F4 Pr2 S1,0,train,1
327,Cs1 F3 Yb1,1,train,3
328,F6 Lu1 Zr1,0,train,2
329,Ba1 F4 Tm1,0,train,4
330,F3 Rb1 Yb1,1,train,2
331,Eu1 F3 Li1,0,train,1
332,Ho2 O3,1,train,1
333,F2 Hf1 O1,0,train,3
334,F8 Mg2 Zr1,0,train,4
335,Ce2 F4 S1,0,train,1
336,F6 Tb1 Zr1,0,train,2
337,F4 K1 Sc1,1,train,2
338,F6 Gd1 Ti1,0,train,3
339,Hf2 La2 O7,1,train,4
340,F6 Ti1 Y1,0,train,0
341,F4 Na1 Tb1,1,train,3
342,F6 Hf1 Tb1,0,test,
343,Ca1 F8 Hf1 Li2,0,train,1
344,Cs1 Eu1 F3,0,train,0
345,Ho3 O6 Sc1,1,test,
346,F6 K2 Th1,1,test,
347,Dy1 F6 Zr1,0,train,4
348,Be1 F6 Ho1 K1,1,train,4
349,F4 Li1 Sc1,0,train,3
350,F3 K1 Yb1,0,train,2
351,Be1 Er1 F6 K1,1,train,2
352,Ba12 Cl5 F19,0,train,2
353,Ca1 F5 Ti1,0,train,2
354,F5 Hf1 Rb1,1,train,1
355,Cl1 F3 Yb2,0,train,1
356,F6 K1 Na1 Th1,1,train,2
357,F9 U2,1,train,1
358,Ca1 Dy1 F4,0,train,3
359,Dy2 O3,1,train,1
360,F6 Y1 Zr1,0,train,1
361,Al1 F6 Li1 Sr1,1,train,2
362,Al1 Ca1 F6 Li1,1,train,2
363,F6 Sc1 Ti1,0,train,4
364,Hf1 O2,1,train,3
365,Cs1 F4 Gd1,0,train,1
366,Ba1 F4 Sm1,0,train,2
367,Dy2 Hf2 O7,0,train,3
368,Eu1 Hf1 O3,1,train,1
369,Al1 F3,1,test,
370,Gd2 Hf2 O7,1,train,4
371,F4 Rb1 Sc1,0,train,4
372,Hf2 Ho2 O7,0,train,1
373,Eu1 F15 Zr3,0,train,1
374,Er2 Hf2 O7,0,train,3
375,Be1 F6 Ho1 Rb1,0,test,
376,Eu1 F3 Rb1,0,train,2
377,F8 Sn1 Tm2,0,train,0
378,Ho1 Lu1 O3,0,train,1
379,Eu2 F3,0,train,2
380,Eu1 F3 K1,0,train,4
381,F6 Gd1 Zr1,0,train,0
382,F8 Tm2 V1,0,train,4
383,Dy1 Lu1 O3,0,train,4
384,F15 Yb1 Zr3,0,train,4
385,Cs1 F5 Hf1,0,test,
386,As1 O1 Pu1 V1,1,train,2
387,F8 Nd2 Ti1,0,train,4
388,Lu6 O12 U1,1,train,0
389,F6 Na2 Th1,1,train,3
390,La1 Lu1 O3,0,train,1
391,Dy1 F4 Sr1,0,train,4
392,Ba1 F4 O1 Ti1,1,train,1
393,Al1 Ca1 F6 Na1,1,train,1
394,Ho3 O6 Y1,0,train,4
395,F2 Mg1,1,train,3
396,Hf2 O7 Y2,0,train,3
397,Eu1 Lu2 O4,1,train,1
398,O2 U1,1,train,4
399,Lu1 O3 Sc1,0,test,
400,F12 K2 O1 Zr3,1,train,0
401,F8 Hf1 Li2 Sr1,0,train,0
402,O3 Sc1 Tm1,0,train,0
403,Hf1 O3 Yb1,1,train,3
404,Ba12 Br3 Cl2 F19,0,test,
405,F4 Nd2 Se1,1,train,0
406,Ba4 F6 O1,0,train,2
407,F4 Gd2 Se1,0,train,0
408,F4 Se1 Sm2,0,train,4
409,F6 Sc1 Zr1,0,train,0
410,O3 Y2,1,train,1
411,F4 Pr2 Se1,1,train,2
412,O3 Sc2,1,test,
413,Ho1 O3 Sc1,0,train,2
414,Cs2 F12 Na1 Sc3,0,train,0
415,Cs2 F12 Li1 Sc3,0,train,1
416,F8 Hf1 Nd2,0,train,2
417,Eu1 O3 Th1,0,train,3
418,Be1 F6 Hf1,0,train,4
419,Dy1 O3 Sc1,0,test,
420,Ba1 F10 Zr2,0,train,0
421,F7 Sr1 Ta1,1,test,
422,La1 O3 Tm1,0,train,3
423,Ce2 F4 Se1,1,train,1
424,Ca1 F8 Li2 Zr1,1,train,3
425,Ba1 F6 Si1,1,train,3
426,F7 La1 Rb1 Zr1,0,train,1
427,F1 O1 U1,1,train,2
428,Ba1 F7 Ta1,1,train,2
429,F3 Th1,0,train,3
430,Al1 F5 Mg1,0,train,2
431,F6 Li2 Th1,0,train,1
432,Lu1 O3 Sm1,0,train,1
433,Ac1 Lu1 O3,1,train,3
434,Al1 Ba1 F6 Li1,0,train,1
435,Be1 F6 K1 Nd1,0,train,1
436,Gd2 O3,1,train,2
437,Al2 Ba1 F8,0,train,4
438,La1 O3 Sc1,1,train,0
439,Gd1 O3 Sc1,0,train,1
440,F8 Li2 Sr1 Zr1,0,test,
441,B1 F3 O3 Yb3,0,train,3
442,F7 Sc2 Tl1,0,train,3
443,F8 Mn1 Nd2,0,test,
444,F2 O1 Zr1,0,train,3
445,F4 Na1 Sc1,0,train,2
446,Eu1 O4 Tm2,1,train,2
447,F6 Tm1 V1,0,train,4
448,F6 Si1 Sr1,1,train,1
449,F8 Hf1 Tm2,0,train,3
450,Ca1 F6 Si1,1,train,0
451,O3 Sc1 Y1,0,train,3
452,Er2 F4 Se1,0,train,3
453,Lu1 O3 Tm1,0,train,4
454,Er1 La1 O3,0,train,1
455,Dy3 O6 Sc1,0,train,4
456,Cl1 F3 Sr2,0,train,0
457,F4 Np1,1,train,4
458,F6 Tb1 Ti1,0,train,4
459,Er1 F6 V1,0,train,4
460,Ac1 O3 Tm1,1,train,2
461,Er1 Lu1 O3,0,train,2
462,Br1 F3 Yb2,0,train,2
463,F6 Pa1 Rb1,1,train,4
464,Ce1 Cs1 F4,0,train,2
465,Lu1 Nd1 O3,0,train,2
466,F1 O4 Y3,0,train,1
467,F6 Ho1 V1,0,test,
468,O3 Sm1 Tm1,0,train,1
469,F5 U1,1,train,1
470,Dy1 F6 V1,0,test,
471,Ca2 F8 Tb1,0,train,2
472,Ac1 O3 Sc1,1,train,3
473,Cl1 Eu1 F1,1,train,2
474,O3 Sc1 Sm1,1,train,2
475,Ba2 Cl1 F3,0,train,3
476,Ho1 La1 O3,0,train,1
477,F8 Nd2 Zr1,0,train,1
478,Gd1 Lu1 O3,0,train,1
479,Ba1 F8 Zr2,0,train,3
480,Lu1 O3 Pr1,0,train,1
481,F5 K1 Li1 Y1,1,train,1
482,O3 Pm1 Sc1,1,train,2
483,F6 Gd1 V1,0,train,1
484,F6 Ta1 Yb1,0,train,1
485,F8 Nd2 Sn1,0,train,4
486,Lu1 Np1 O3,1,train,4
487,F8 Nd2 V1,0,test,
488,Ac1 Er1 O3,1,train,4
489,F11 Hf2 Na1 V1,1,train,3
490,F6 V1 Y1,0,train,1
491,Lu1 O3 Y1,0,train,2
492,Hf4 Ho4 O13,0,train,2
493,O3 Pu1 Sc1,1,train,0
494,F7 In1 Sc2,0,train,0
495,Er1 F5 K2,1,train,1
496,Er1 O3 Sc1,0,train,3
497,Nd1 O3 Tm1,0,train,0
498,F2 La1,0,train,3
499,Dy4 Hf4 O13,0,train,4
500,Er1 O3 Sm1,0,train,4
501,F6 La1 V1,0,train,0
502,Dy1 La1 O3,0,train,3
503,Er2 Eu1 O4,0,train,3
504,La2 O7 Zr2,1,train,0
505,Al1 Er3 O6,0,train,0
506,Ce1 Lu1 O3,0,train,4
507,Al1 Ca2 F9 Pb1,0,train,4
508,Nd1 O3 Sc1,1,train,1
509,F6 Mg1 Ti1,1,train,1
510,O12 U1 Y6,1,train,0
511,F6 Hf1 Ti1,0,train,1
512,Eu1 F6 Ta1,0,train,1
513,Cl1 Lu3 O4,0,train,4
514,Eu1 Ho2 O4,0,train,0
515,Dy1 F5 K2,1,train,0
516,F6 Hf1 Li2,1,train,0
517,Ac1 Ho1 O3,1,train,3
518,O3 Pr1 Tm1,0,train,2
519,F11 Hf2 Mn1 Na1,1,train,0
520,Gd4 Hf4 O13,0,train,2
521,Cs2 F6 Hf1,1,train,1
522,F5 Gd1 K2,1,train,0
523,Hf4 La4 O13,0,test,
524,Ca1 Lu2 O4,0,train,4
525,Np1 O3 Tm1,1,train,3
526,O3 Pr1 Sc1,1,train,1
527,La1 O3 Y1,0,train,4
528,Hf4 O13 Y4,0,train,1
529,Er1 Nd1 O3,0,train,2
530,Eu1 F6 Nb1,1,train,2
531,F15 In1 Zr3,1,train,1
532,Cl1 O4 Tm3,0,train,4
533,Ca1 Cs1 F3,1,train,4
534,Ba1 F3 Li1,0,test,
535,F11 Na1 Ti1 Zr2,1,train,4
536,F3 Np1,1,train,3
537,Hf1 La2 O6 Yb1,0,train,4
538,F6 Hf1 K2,1,train,2
539,Ca1 F3 K1,1,train,1
540,Np1 O3 Sc1,1,train,4
541,La2 O3,1,train,1
542,Ac1 Dy1 O3,0,train,3
543,Np1 O2,1,train,0
544,Er3 O7 Ta1,0,train,0
545,Ce1 O3 Tm1,0,train,2
546,Ce1 Eu1 F6,0,train,0
547,Er1 F1 O3 Ti1,0,test,
548,Ca1 F3 Rb1,1,train,0
549,Al1 Dy3 O6,0,train,1
550,Cl2 Eu1 F2 Yb1,0,train,4
551,Ba1 Ca1 Cr1 F7,1,train,1
552,F5 K2 Y1,1,test,
553,Ca1 Cr1 F7 Sr1,1,test,
554,Dy2 Eu1 O4,0,train,2
555,F6 Nd1 V1,0,train,2
556,Ce1 F6 Yb1,0,train,4
557,F6 Hf1 Rb2,1,test,
558,La6 O12 U1,1,train,1
559,Ba1 Ca1 F7 Ga1,1,train,0
560,F6 Sm1 V1,0,train,0
561,Ho3 O7 Ta1,1,train,4
562,Er1 O3 Pr1,0,test,
563,F6 Hf1 Na2,1,train,4
564,Ce1 O3 Sc1,1,train,1
565,O3 Sm2,1,test,
566,F6 Lu1 Yb1,0,test,
567,Dy1 F1 O3 Ti1,0,train,1
568,Be1 F6 Zr1,0,train,0
569,F5 Li1 U1,1,train,1
570,Er1 Np1 O3,1,train,2
571,Eu1 O4 Sc2,0,train,4
572,Hf4 O13 Sm4,0,train,1
573,F3 Li1 Sr1,0,train,0
574,F2 O1 Pu1,1,train,1
575,Cl1 Er3 O4,0,train,2
576,Gd2 O7 Zr2,0,train,2
577,Cr1 F6 Tm1,1,train,2
578,Gd1 La1 O3,0,train,1
579,F6 Nb1 Yb1,1,train,4
580,Ca1 O4 Tm2,0,train,1
581,Al6 F21 Na1 Rb2,0,train,0
582,Ac1 O3 Y1,0,train,3
583,Al1 Ca1 F14 Mg3 Na3,1,train,2
584,Lu1 O3 Tb1,0,train,1
585,Lu2 O5 Si1,1,train,0
586,F5 K2 Sm1,0,train,2
587,F6 Pr1 Yb1,0,train,0
588,Hf4 O13 Pm4,0,train,2
589,Eu1 O3 Zr1,1,train,4
590,Cs2 F12 Mg3 Zr1,0,train,0
591,F6 Pr1 V1,0,test,
592,Lu6 O12 W1,1,test,
593,F7 Nd1 Ta1,0,train,0
594,Ca2 F2 O1,0,train,2
595,F6 Lu1 V1,0,train,2
596,Ce1 Er1 O3,0,train,0
597,O4 Si1 Th1,1,train,0
598,Cr1 Er1 F6,1,train,1
599,Eu1 F6 Lu1,0,train,2
600,F3 Na1 Yb1,0,train,4
601,F5 Ti1 Tm1,0,train,4
602,O5 Si1 Tm2,1,train,3
603,O7 Sm2 Zr2,1,train,4
604,F6 Ti1 Zr1,1,train,0
605,Cl1 Ho3 O4,0,train,3
606,F6 Tb1 Yb1,0,train,0
607,O3 Sm1 Y1,0,train,3
608,Ho1 O3 Pr1,0,train,2
609,F7 Sm1 Ta1,0,train,2
610,Cr1 F6 Ho1,1,train,2
611,Lu2 O4 Sr1,1,train,0
612,Eu2 Lu1 O6 Ta1,1,train,3
613,Eu1 O4 Y2,0,train,0
614,O4 U1 Y1,1,train,3
615,O3 Pm2,1,train,3
616,Cr1 Dy1 F6,1,train,0
617,Ce1 F6 V1,0,train,3
618,F7 K2 Rb1 Yb2,0,test,
619,F7 Nb1 Tb1,1,train,0
620,O7 Y2 Zr2,0,train,4
621,O12 Tm6 W1,1,train,0
622,Co1 F8 Tm2,0,train,2
623,Hf4 Nd4 O13,0,train,2
624,Ca2 Hf3 O8,0,train,3
625,Nd3 O6 Sc1,0,train,0
626,Gd2 O5 Ti1,1,test,
627,F8 Pr1 Ti2,0,train,2
628,Nd2 O7 Zr2,1,train,2
629,Ac1 Gd1 O3,0,train,2
630,Er1 F6 Yb1,0,train,1
631,Ca1 Hf1 O3,1,train,2
632,Ce1 Ho1 O3,0,train,1
633,F7 K3 Yb2,0,train,1
634,Eu2 F3 I1,0,train,2
635,Er2 O5 Si1,1,train,1
636,Cl1 Dy3 O4,0,train,0
637,Cl1 F1 Yb1,1,train,1
638,Er4 F2 O11 Si3,0,train,2
639,O3 Sc1 Tb1,0,train,4
640,Eu2 O6 Ta1 Tm1,1,train,1
641,Ca2 F6 Sc1,0,test,
642,Ca1 Er2 O4,0,train,3
643,F8 Hf1 Li2 Nd1,0,train,4
644,Ce1 F8 Ti2,0,train,1
645,O5 Ti1 Y2,1,train,1
646,F6 Tb1 V1,0,train,3
647,Cr1 F6 La1,0,train,1
648,O3 Tb1 Tm1,0,train,0
649,O7 Ta1 Y3,1,train,0
650,F6 Ho1 Yb1,0,train,1
651,Dy1 F6 Yb1,0,train,0
652,O3 Yb1 Zr1,1,train,2
653,Nd1 O3 Y1,0,train,0
654,O7 Pr2 Zr2,1,train,0
655,Cr1 F6 Y1,1,test,
656,Ba1 F6 Tb1,0,train,3
657,F1 O3 Sm1 Ti1,0,train,1
658,Eu4 Hf4 O11,0,train,1
659,La2 O5 Ti1,1,train,2
660,Ho2 O5 Si1,1,train,3
661,Eu1 F6 V1,1,test,
662,Eu1 F6 Tb1,0,train,2
663,Hf4 O13 Pr4,0,train,2
664,O4 Sr1 Tm2,1,train,1
665,O4 Th1 Yb2,0,train,3
666,F7 In1 Sr2,1,train,4
667,B2 F3 Gd3 O6,1,train,2
668,La3 O7 Ta1,1,train,0
669,Hf1 O3 Sr1,1,train,1
670,Ho1 Np1 O3,0,train,1
671,Cs1 F3 Sr1,0,train,2
672,F6 Li2 Zr1,1,train,3
673,Ce1 Dy1 O3,0,train,2
674,Eu2 Hf1 O6 Zr1,0,train,4
675,O3 Sr1 Th1,0,train,0
676,Er6 O12 W1,1,train,0
677,F11 Na1 V1 Zr2,1,train,3
678,O3 Pr1 Y1,0,train,2
679,Ca1 Hf1 La2 O6,0,train,1
680,Al1 F6 Ti1,0,train,3
681,F6 V1 Yb1,1,train,3
682,Al3 O12 Sc2 Y3,1,train,4
683,F8 Tb1 Ti2,0,train,3
684,Ca1 F6 Ta1,0,train,3
685,Al1 F6 Zr1,0,train,1
686,Dy2 O5 Si1,1,train,3
687,Ba1 Gd2 O7 Sc2,1,test,
688,Ce2 O7 Zr2,1,train,1
689,Ca1 Ho2 O4,0,train,2
690,Eu1 Gd2 O4,0,test,
