materials-id,composition,target,outer_split,cv_fold
372,NaNdS2,False,train,1
373,TiF3,False,train,2
374,BaFe2S4,False,train,2
375,Ba4YSi,False,train,4
376,Ba4MgBe,False,train,2
377,Ho2SeO2,False,test,
378,LiFeF3,False,train,3
379,Li2CN2,False,train,1
380,SrCa2I6,False,train,3
381,U3CuO10,False,train,1
382,Sm2P3Pt6,False,train,1
383,Ca3Ru2O7,False,train,4
384,SiP2O7,False,train,4
385,Fe2OF3,False,test,
386,MnAsPd,False,train,4
387,Ba4LiRu,False,test,
388,NiP2W,False,train,4
389,SrH4N2,False,train,0
390,Ho5NiPb3,False,test,
391,AlCo4,False,train,1
392,LiCuS,False,train,0
393,Zr6Ga2Fe,False,train,0
394,Y2Pd2Pb,False,train,4
395,BaCaI4,False,train,3
396,LiDySe2,False,train,0
397,NiS2,False,train,4
398,CeMg6Zn,True,train,1
399,KAl2NiP3H4O14,False,test,
400,CrO3,False,train,4
401,LuGaO3,False,train,2
402,Ba4NbZn,False,train,2
403,MnSe,False,train,4
404,HgI2,False,test,
405,TbS2,False,test,
406,CaMnSi,False,train,4
407,YGa2Pd,False,train,3
408,TiTl2F6,True,train,1
409,ErH9C5N2O8,False,train,0
410,Ba4PdCl,False,train,1
411,BeTlP4,False,train,2
412,Ba4YGe,False,train,0
413,VOF,False,train,2
414,Mg2Ni3P,False,test,
415,Ba4TiCd,False,train,3
416,HfTe2,False,train,2
417,V2Te2O9,False,train,0
418,V2O3F,False,train,4
419,CaNiP2O7,False,train,3
420,Ba4InPb,False,train,3
421,Ba4LiTi,False,test,
422,FeMoO4,False,train,1
423,Ba4TlCd,True,train,1
424,Ba4TlGe,True,train,4
425,Li2TiFe3O8,False,train,3
426,ScPS4,False,train,1
427,VBO4,False,train,4
428,Li4TiS4,False,train,3
429,KNdO2,False,train,4
430,LiVF3,False,test,
431,Mg3Sb,False,train,1
432,KTmO2,False,train,0
433,Na3SbTe3,False,train,1
434,PrAl,False,test,
435,BaNdCo2O5,False,train,4
436,Rb2FeI4,True,train,4
437,LiV2F7,False,train,4
438,Li4Ti3V5O16,False,train,0
439,MgBe2N2,False,train,2
440,K3Rh,False,train,4
441,SiPd,False,train,4
442,NiS2,False,train,1
443,HfGe2,False,train,3
444,DyAl3,False,train,0
445,EuSnP,False,train,2
446,LuSnRh,False,train,1
447,BaMg2V2O8,False,train,2
448,FeSbO4,False,train,0
449,Ba3In2P4,False,train,3
450,NaPN2,False,test,
451,Be2CuIr,False,train,4
452,Ni5O4,False,train,2
453,MnAgO2,False,train,3
454,LaCu5,True,train,1
455,Ba4ZnPd,True,train,4
456,AlFePO5,False,train,0
457,SiHgP2,False,train,4
458,Ba4MgTe,False,train,3
459,CeMg6Cu,True,train,3
460,ZrSn,False,test,
461,Sr3Pr2B4O12,False,train,2
462,EuAgP,False,train,0
463,Mg5Si6,False,train,4
464,SmCoSb2,False,train,1
465,BaSb2Au2,False,train,0
466,Y6N2O5,False,train,2
467,Ba4NbIn,False,train,0
468,Nd3MnBi5,False,train,1
469,V3H4O8,False,test,
470,ZnSeO4,False,train,3
471,VOF3,False,train,2
472,Dy3Co2Ge4,False,train,1
473,Sb2RuC6O6F12,False,test,
474,Sr2CoWO6,False,train,4
475,KCrPO4F,False,train,3
476,Ba4LiSe,False,test,
477,Ba4SnPd,False,train,4
478,Rb2AgAu3I8,True,train,0
479,VCr2C2,False,test,
480,Ba4MoPd,False,train,4
481,AgF3,True,train,1
482,HoCo3B2,False,train,2
483,Ba4ZnPb,False,train,3
484,BaLiCa,False,train,0
485,Ba4TlCu,True,train,3
486,Sb2S3O12,False,train,1
487,Tm2ZnS4,False,train,0
488,Mn3Se3O10,False,train,0
489,Ba2TiSe,False,train,0
490,CoOF,False,train,4
491,Ba4TaSn,False,train,1
492,Ba4CrTe,False,train,2
493,V6O7F5,False,test,
494,FeS,False,train,0
495,EuSbO4,False,train,0
496,Li6MnF8,False,train,4
497,Sm2Ge3,False,train,2
498,Zr3Al3C5,False,train,3
499,Ba4LaPd,False,train,1
500,Ba4TiIn,False,train,2
501,HfCl4O16,False,train,2
502,MgVO3,False,train,2
503,Rb2RuO4,False,train,3
504,TeAuCl7,False,train,3
505,K2O,False,train,3
506,ZrBeCd,False,train,1
507,NaBeBr4,False,train,1
508,Ca5P12Ir19,False,train,0
509,AlPO4,False,train,2
510,Li3VCrP4O14,False,train,0
511,Ba2LaGa,False,train,2
512,Ba4ScSi,False,test,
513,Be2CoTe,False,train,4
514,Li5MnO3F,False,train,1
515,Zr2BIr6,False,train,3
516,KNiF3,True,train,0
517,MgBe2Cl,False,train,1
518,NaCaLaF6,True,train,1
519,K2Ca4Si8O21,False,train,1
520,Na6CoO4,False,train,0
521,ErH3,False,test,
522,DyP2Pt8,False,train,0
523,Ba4MgSc,False,train,1
524,CaNi4B,False,train,0
525,GaS,False,train,4
526,CaBePO4F,False,train,4
527,Ba4CaOs,False,train,2
528,Nd7S6Cl9,False,train,3
529,SiO2,False,train,2
530,FeSe2NCl6,False,train,1
531,Cd2RuC6N6,False,train,0
532,LiVC2O6,False,train,0
533,TiTlPS5,False,test,
534,VSe,False,train,1
535,LiMg3,False,train,2
536,Li4Co3O3F4,False,test,
537,LiV2F7,False,train,3
538,Li4Fe5O10,False,train,1
539,Be2TcSb,False,train,2
540,Ba4LaZr,False,train,4
541,Ba4YCu3O9,False,train,0
542,Ba4SrPt,False,test,
543,Mg3P2H16O16,False,train,0
544,Ba4MgP,False,train,2
545,Ba4SbSe,False,train,4
546,BaNaCd,True,test,
547,Na3YCl6,False,train,3
548,ScBeIn4,False,train,3
549,Ba4SrIr,False,train,0
550,KBa4Ru,False,train,0
551,SnPd2,False,train,1
552,Ba4TaCu,False,train,0
553,TiNi,False,train,3
554,Ti2CS,False,train,3
555,BaBi4Br2O6,False,train,1
556,TiFeCoSb,False,train,4
557,Tl3SiTe3,False,train,2
558,CdIn2Se4,False,test,
559,BeRePb4,False,train,3
560,Nd3CuGeS7,False,train,0
561,Ti2GaCo,False,train,4
562,Ti3In,False,train,1
563,MnGaFeCo,False,train,4
564,TmUTc2,False,train,3
565,SrAlO3,False,train,2
566,HgC2Se2N2,False,train,0
567,SrRuO3,False,train,0
568,CdP2H4O4,False,train,0
569,Hf2Ni,False,test,
570,HfSn2,False,train,2
571,KCoO2,False,train,1
572,BaB2S3O13,False,train,1
573,TiSi,False,train,4
574,RbCdO3,False,train,4
575,SiPdO3,False,train,4
576,LaAu,False,train,3
577,Li2VO2F,False,train,4
578,RbInO3,False,train,1
579,Ba4MgZr,False,train,0
580,K2CrSO7,False,train,2
581,LiSi2BiO6,False,train,4
582,Cu3P2O8,False,train,1
583,SeO2,False,train,2
584,Al2O3,False,train,2
585,Li2MnO2F,False,test,
586,CaO,False,train,3
587,CeFeSb2,False,train,4
588,RbFeO3,False,train,2
589,Ba4Br6O,False,train,0
590,NbP,False,train,2
591,Ba4GaGe,False,train,2
592,Ba4FeCl,False,train,4
593,ZrBe2Sn,False,train,0
594,Rb3Sn,True,train,1
595,RbMnF4,False,test,
596,BaTm2O4,False,train,1
597,Ag2W2O7,False,train,4
598,ZrNiP2,False,train,3
599,LiCuF4,False,train,1
600,Rb3Ge,True,train,0
601,MnFeP2O8,False,train,3
602,KCuBi2S4,False,train,4
603,Cu2As,False,train,2
604,AsC3N3,False,train,3
605,VOF3,False,train,4
606,CN2O,False,train,4
607,K3Sn,True,train,1
608,Ti2AlZn,False,train,3
609,H3AuC2NCl,False,train,1
610,Re3Ni,False,train,1
611,ZnCu3H6Cl2O6,False,train,2
612,UCr4C4,False,train,4
613,ScCr2AgH4O10,False,train,1
614,Mo3WSe4S4,False,train,4
615,SmOs2,False,train,2
616,Ni6OF11,False,train,0
617,YMg2Cu9,True,train,2
618,LiMnPH2O5,False,train,0
619,Mn2GaW,False,train,4
620,BaIrO3,False,train,1
621,CuH4Pb2Cl2O4,False,train,1
622,Mg4BeNi,True,test,
623,C3N4,False,train,0
624,RbMnO3,False,test,
625,CeCu,False,train,4
626,Li4MnF7,False,train,2
627,TcBr3,False,train,1
628,Ba2Hf7O16,False,test,
629,Na2SnO3,False,train,2
630,TbHoCo4,False,train,4
631,MgSn3,False,train,3
632,VO2,False,train,0
633,BaAl3P2H2O14,False,train,3
634,PH2NO2,False,test,
635,AsClF8,True,train,1
636,Li4Mn5O10,False,train,0
637,CuWO4,False,train,3
638,Sr2CoO3,False,train,0
639,Ho5CoSb2,False,train,4
640,K2FeCuC6N6,False,train,1
641,TlCuHCO4,False,train,4
642,LiCoOF2,False,train,4
643,Na2BiO3,False,train,0
644,MgPbO3,False,train,2
645,MoBr3,False,train,0
646,K2Ga3,True,train,3
647,Ba4SnSe,False,train,0
648,ErAlCu,False,train,1
649,MgBe2Mo,False,train,1
650,Ba4TePd,False,train,1
651,Al2Au,False,train,2
652,Si2Ni6B,False,train,4
653,VCu3Se4,False,train,1
654,H9BrO4,False,test,
655,MoW3Se4S4,False,train,0
656,Ba4CoSn,False,train,1
657,Ti2InCo,False,train,4
658,CaNi3P4O14,False,train,3
659,ZnFeRh2,False,train,0
660,HeSiO2,False,train,1
661,Ba3Ta6Si4O23,False,train,0
662,Mg7Fe,True,train,0
663,Ba4ZnIn,True,train,1
664,RbTlO3,False,train,3
665,TePdO3,False,test,
666,SeS,False,train,1
667,Ta2Be2O5,False,train,4
668,KHfO3,False,train,4
669,MnO3,False,train,1
670,Co3OF5,False,train,1
671,TaSe2,False,train,3
672,Ba4GeBi,False,train,2
673,Rb6Si2O7,False,train,3
674,H4N2O3,False,train,2
675,NbFeO4,False,train,2
676,Ba4HfTl,False,train,1
677,SrLiCoF6,False,train,4
678,VClO,False,train,0
679,Fe3O4,False,train,2
680,Nd4Ge3S12,False,train,0
681,SmInNi,False,train,2
682,PuTaC2,False,train,1
683,Nb5As4Pd4,False,train,3
684,BaH4O6,False,test,
685,FeAgSe2,False,train,1
686,SmZrF7,False,test,
687,RbFeSe2,False,train,1
688,CuO,False,train,0
689,RbFeS2,False,train,0
690,PaNi3,False,train,0
691,Ba4ZnTe,True,train,3
692,Ba4CoCl,False,train,1
693,Ba4MgPd,False,train,4
694,ZrBe2Cr,False,test,
695,Rb2PtCl6,False,train,0
696,ZrBePb4,False,train,1
697,BaH2C2O4,False,train,2
698,TmSi2Ni2,False,train,0
699,HfReSi,False,train,1
700,KPSe6,False,train,1
701,CaZn3Se4,True,train,4
702,DyInCo2,False,train,2
703,ZrUN2,False,train,2
704,TlNO2,False,test,
705,SmGePt,False,train,0
706,YbCO3,False,train,2
707,Ba4NaW,False,train,1
708,LiMnF4,False,train,1
709,Rb4Zr3Te16,False,train,4
710,Tm4B6O15,False,train,4
711,CeMgAg,False,train,3
712,Li2Co4O7F,False,train,3
713,Ba4CdHg,True,train,4
714,TiCd,False,train,1
715,Ca2AlH10ClO8,False,train,2
716,Ba4TiMn,False,train,1
717,Nb5Si3,False,train,2
718,Ce2Si2O7,False,train,0
719,Ba4NbPb,False,train,1
720,EuIn2,False,train,4
721,LiAlB14,False,train,4
722,ErAgGe,False,train,4
723,K2NdP5O15,False,train,0
724,MnBiSe2I,False,train,0
725,Ba4FeSn,False,train,0
726,Ag2Se,False,train,1
727,Ba3Li4Sn8,False,train,2
728,ZrBe2Nb,False,train,3
729,AlFe2,False,train,4
730,BaCaBr,False,train,3
731,Ba4LiNb,False,test,
732,BeCo4Ru,False,train,4
733,V6O11F,False,test,
734,NaGe2P3O12,False,train,4
735,Sm2Co7B3,False,train,3
736,BeInSn,False,test,
737,CoSbO4,False,train,3
738,YBrO,False,train,1
739,Sn2BF7,False,train,1
740,CaZr4P6O24,False,train,0
741,FeH3,False,train,0
742,FeCu2GeSe4,False,train,1
743,Li3SbS4,False,train,4
744,LiFeO2,False,train,2
745,PrYMg2,False,train,1
746,Ba4NbSn,False,train,1
747,NdAl2Ga2,False,train,2
748,Ba4ZnSb,True,train,0
749,Ba4TcSb,False,train,1
750,Ba4SrRu,False,train,2
751,Ba4HfIn,False,train,0
752,PbS,False,train,0
753,Mn3O2F4,False,train,1
754,CeMgPt,False,train,1
755,SrHfMg6,False,train,2
756,Na2O,False,test,
757,RbMg7,True,train,1
758,Sr3Fe2O7,False,train,1
759,Ho4CdRh,False,train,0
760,UO2,False,train,1
761,Ba4MoSe,False,train,3
762,K2Ca3Si3O10,False,train,2
763,LiFe2F5,False,train,1
764,Ba4InSb,False,train,1
765,Li4CuF7,False,train,0
766,Li4BeTc,False,test,
767,V6O7F5,False,train,3
768,Mg5Tl2,True,train,2
769,Ba4InGa,True,train,0
770,EuTaO4,False,train,4
771,VCu3O4,False,train,1
772,BeP4Rh,False,train,0
773,Tm2Ni17,False,train,4
774,NiRuO3,False,train,4
775,TiInFe2,False,train,2
776,Ce7O12,False,train,1
777,Be2NbCu,False,train,4
778,CrO,False,train,0
779,BiP4HO12,False,train,2
780,TaP4S5Cl5,False,train,1
781,Ba4ZnFe,False,train,1
782,LiVSi2O6,False,train,4
783,Ba4TiCu,False,train,2
784,Ba4TiBe,False,train,2
785,Ba4CaNb,False,train,0
786,Ba4TaBi,False,train,3
787,La3Ga,False,train,1
788,Ta2Tl4Se11,False,train,1
789,TaReSi,False,train,1
790,ZrSn,False,train,1
791,BaSrTe,False,train,1
792,Ag2Se,False,train,2
793,Ba4YHf,False,test,
794,BeVSe,False,train,4
795,YbBa2SbO6,False,train,2
796,Rb4CO4,False,train,2
797,KTmI3,True,train,3
798,Na3Co2SbO6,False,train,3
799,Ba4GaPb,False,train,4
800,Ba4MnZn,False,train,4
801,RuN6Cl2,False,train,4
802,Li6MnO2F4,False,train,2
803,Ba4TaGa,False,train,1
804,Ba4BiSb,False,train,0
805,Ba4ScTe,False,test,
806,MnPS3,False,train,3
807,Ca4Ni3C5,False,train,4
808,BeTcRh4,False,train,1
809,Ba4SbBr,False,train,3
810,PrCu,False,test,
811,Rb2CoF6,False,train,2
812,ZnCoO2,False,train,3
813,Li3MnF6,False,train,0
814,H2O,False,train,2
815,Ca10Al6Ge9,False,train,2
816,KAgO3,False,train,3
817,H3NO4,False,train,1
818,NaBeIn4,True,test,
819,Ba4TlPb,True,test,
820,LiMnP,False,train,1
821,Sr3Hf2O7,False,train,0
822,YInCo2,False,train,0
823,TlCuHSeO5,False,train,4
824,Ba3Nb2CoO9,False,train,3
825,KGaTe2,True,train,0
826,Ba4MnFe,False,train,1
827,Li4MnO2F2,False,train,2
828,Sn3Te3Ir2,False,train,2
829,Nb2Br5,False,train,4
830,LiMnO4,False,train,0
831,Ca3Ni7B2,False,train,3
832,Ba4VTc,False,train,3
833,Ba4VPb,False,train,2
834,ScGeOs,False,train,1
835,KBaV,False,train,3
836,Ba4MgMo,False,test,
837,H9BrO4,False,train,1
838,Ba4LaBi,False,train,2
839,K2Al2B2O7,False,train,2
840,Li3Fe7O12,False,test,
841,Nd5Ir3,False,train,4
842,Ba4ScPb,False,train,3
843,CeCuSe2,False,train,3
844,Nd2Ga5Cu3,False,train,3
845,BeTcCl4,False,train,0
846,Ba4CaFe,False,train,4
847,Li4MnV3O8,False,train,4
848,HoCoSn2,False,train,4
849,Ba4SbPb,False,train,3
850,ScBe2Cu,False,train,4
851,EuPd2,False,train,3
852,SmMnSi2,False,train,2
853,ICl,False,train,0
854,CdSO3,False,train,4
855,Li2CoO2F,False,train,0
856,Ba4ScSe,False,train,0
857,Be2FeW,False,train,2
858,H3N,False,train,1
859,K3CO3F,False,train,4
860,Ba4PPb,False,train,1
861,FeSO4,False,train,1
862,MgMnF6,True,train,4
863,MnTe,False,train,0
864,Ba4CoSe,False,train,0
865,K2PdO2,False,train,3
866,CaB3H5O8,False,train,0
867,AsPO5,False,train,1
868,LiBe2Cl,False,train,2
869,Be2NiRu,False,train,3
870,YZn,False,test,
871,Ca3Mn2Si3O12,False,train,1
872,LuNbO4,False,train,0
873,K4CO4,False,train,4
874,InCu6ClO8,False,train,4
875,H4S4N6O,False,train,2
876,Ba4InSe,True,train,0
877,Ba4TaSe,False,train,0
